3.210000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-6.790000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-1.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-2.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-3.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-4.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-5.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-6.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-7.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
-8.679000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
